"";"rt";"subject";"condition";"condition_code";"measure";"measure_code";"val";"type";"type_specific";"category";"cs_selected";"target";"nr_pres";"response"
"1527";367;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS7";"8";39;1
"1531";440;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS9";"15";40;0
"1535";621;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS3";"20";41;1
"1539";659;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS2";"3";42;0
"1543";842;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS3";"39";43;1
"1547";649;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS2";"24";44;0
"1551";362;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS1";"26";45;1
"1555";390;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS1";"34";46;1
"1559";322;"0m0jrs2srj";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS1";"11";47;1
"2001";1940;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS10";"43";0;0
"2005";706;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS8";"6";1;1
"2009";604;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS4";"26";2;0
"2013";781;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS10";"21";3;0
"2017";238;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS2";"32";4;0
"2021";335;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS1";"28";5;1
"2025";1166;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS5";"4";6;0
"2029";2335;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS7";"25";7;1
"2033";11;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS3";"11";8;0
"2037";1585;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS3";"3";9;0
"2041";557;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS2";"7";10;0
"2045";1755;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS10";"10";11;0
"2049";1055;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS1";"22";12;1
"2053";5540;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS8";"1";13;0
"2057";2411;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS2";"47";14;1
"2061";1173;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS6";"46";15;0
"2066";2292;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"8";16;1
"2070";523;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"33";17;1
"2074";579;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"42";18;0
"2078";615;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"2";19;0
"2082";3353;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS2";"29";20;1
"2086";262;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"34";21;0
"2090";1243;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"27";22;1
"2094";737;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"35";23;0
"2098";908;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS1";"14";24;1
"2102";2322;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"18";25;0
"2106";2043;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"48";26;0
"2110";361;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"1";"1/ma";"31";27;1
"2114";445;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"16";28;0
"2118";1017;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"44";29;0
"2122";1640;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"37";30;1
"2126";2450;"0x60m0jfpm";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS3";"17";31;0
"2260";7785,82000010647;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS6";"38";0;1
"2264";1669,16499985382;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS5";"11";1;0
"2268";2323,84499977343;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS7";"34";2;1
"2272";1398,09500006959;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS4";"47";3;0
"2276";939,624999882653;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS1";"35";4;1
"2280";906,554999994114;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS7";"31";5;1
"2284";1117,17999982648;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS9";"22";6;0
"2288";806,395000079647;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS10";"45";7;0
"2292";1796,91499983892;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS6";"48";8;1
"2296";3401,8699999433;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS2";"43";9;1
"2300";1375,62000006437;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS8";"28";10;1
"2304";731,39000008814;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS2";"6";11;0
"2308";934,525000164285;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS9";"46";12;1
"2312";682,929999893531;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS8";"32";13;1
"2316";1350,12999991886;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS5";"19";14;1
"2320";1028,5000000149;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS8";"44";15;1
"2325";796,51500005275;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"3";16;0
"2329";545,235000085086;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"15";17;0
"2333";799,134999979287;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"8";18;1
"2337";1749,34499990195;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"17";19;0
"2341";1489,15000003763;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS2";"25";20;1
"2345";1140,80499997362;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"4";21;1
"2349";1178,33500006236;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"42";22;0
"2353";1306,32500001229;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"20";23;0
"2357";773,530000122264;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"7";24;1
"2361";675,849999999627;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS3";"2";25;0
"2365";931,594999972731;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"5";26;0
"2369";579,29000002332;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"23";27;1
"2373";651,884999824688;"0xo6h201o3";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"16";28;1
"2377";731,824999907985;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS1";"10";29;1
"2381";537,934999912977;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"27";30;1
"2385";363,52499993518;"0xo6h201o3";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"3";"3/wang";"33";31;0
"2745";6299;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS8";"14";0;0
"2749";3054;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS3";"30";1;1
"2753";3553;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS6";"5";2;1
"2757";1662;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS9";"33";3;0
"2761";3036,99999999994;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS8";"4";4;1
"2765";1126;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS3";"37";5;0
"2769";1183;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS7";"29";6;0
"2773";2874;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS6";"46";7;0
"2777";2419;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS1";"23";8;0
"2781";1497;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS8";"8";9;0
"2785";899;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS4";"27";10;1
"2789";1161,99999999994;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS3";"45";11;1
"2793";983,999999999942;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS2";"2";12;0
"2797";740,999999999942;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS4";"7";13;1
"2801";2193,99999999994;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS9";"16";14;1
"2805";1109,00000000006;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS4";"36";15;1
"2810";3163;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS1";"44";16;1
"2814";1571;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS3";"41";17;1
"2818";2177;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS1";"1";18;1
"2822";957;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS2";"48";19;0
"2826";665;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"4";"4/lin";"19";20;0
"2830";1145,99999999988;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS1";"42";21;0
"2834";2687;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS1";"6";22;1
"2838";2528;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS3";"43";23;1
"2842";1453;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS2";"9";24;0
"2846";701;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS2";"18";25;0
"2850";1077,00000000012;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS2";"39";26;1
"2854";884;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"3";"3/wang";"20";27;1
"2858";685;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS3";"28";28;0
"2862";1193;"10evoqdku4";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS3";"38";29;0
"2866";1057;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"1";"1/ma";"40";30;1
"2870";944;"10evoqdku4";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"2";"2/men";"3";31;1
"3263";250,645000021905;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS4";"8";0;0
"3267";2877,92500015348;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS2";"16";1;1
"3271";1231,72000003979;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS6";"41";2;0
"3275";583,915000082925;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS1";"15";3;1
"3279";1035,60000006109;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS10";"37";4;1
"3283";512,360000051558;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS3";"35";5;0
"3287";737,990000052378;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS2";"23";6;0
"3291";573,095000116155;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS5";"25";7;1
"3295";419,784999918193;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS10";"38";8;0
"3299";465,144999790937;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS6";"30";9;1
"3303";523,160000098869;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS8";"18";10;0
"3307";274,520000210032;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS3";"3";11;1
"3311";445,880000013858;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS3";"29";12;1
"3315";413,949999958277;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS7";"36";13;1
"3319";306,864999933168;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS9";"27";14;0
"3323";396,925000008196;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS6";"12";15;1
"3327";465,755000011995;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS9";"26";16;1
"3331";412,950000027195;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS2";"14";17;0
"3335";368,570000166073;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS8";"46";18;0
"3339";392,990000080317;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS5";"19";19;0
"3343";292,904999805614;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS6";"5";20;1
"3347";542,430000146851;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS7";"47";21;1
"3351";270,370000042021;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS1";"32";22;0
"3355";105,575000168756;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS5";"24";23;0
"3360";65,1350000407547;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS2";"4";24;0
"3364";673,855000175536;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS1";"28";25;1
"3368";930,699999909848;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS10";"48";26;0
"3372";2180,87500007823;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"3";"3/wang";"33";27;1
"3376";850,6950000301;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS9";"17";28;0
"3380";950,970000121742;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS1";"31";29;0
"3384";4375,00500003807;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"4";"4/lin";"7";30;1
"3388";1082,41500006989;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"2";"2/men";"40";31;0
"3392";587,324999971315;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS4";"34";32;0
"3396";593,885000096634;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"1";"1/ma";"6";33;1
"3400";558,850000146776;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS5";"2";34;1
"3404";607,120000058785;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS1";"1";35;0
"3408";936,665000161156;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS7";"43";36;1
"3412";603,839999996126;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS3";"11";37;1
"3416";1051,38000007719;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS3";"13";38;1
"3420";457,720000064;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS1";"39";39;0
"3424";420,785000082105;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS9";"44";40;1
"3428";500,54999999702;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS3";"42";41;1
"3432";431,730000069365;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS1";"10";42;0
"3436";470,819999929518;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS3";"22";43;0
"3440";474,979999940842;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS2";"9";44;1
"3444";526,975000044331;"12gexjlo94";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS10";"21";45;1
"3448";514,000000199303;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS2";"20";46;0
"3452";482,504999963567;"12gexjlo94";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS2";"45";47;0
"3861";3040,27499999979;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS8";"15";0;1
"3865";996,949999999721;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS8";"23";1;0
"3869";1975,37999999989;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS5";"47";2;1
"3873";875,289999999921;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS4";"33";3;0
"3877";1369,60499999986;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS5";"4";4;1
"3881";1058,81000000006;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS3";"34";5;0
"3885";802,824999999721;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS7";"18";6;1
"3889";611,74000000034;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS8";"44";7;0
"3893";600,930000000051;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS6";"38";8;0
"3897";708,155000000261;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS2";"27";9;1
"3901";725,995000000228;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS10";"24";10;0
"3905";588,904999999562;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS3";"40";11;1
"3909";698,785000000033;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS9";"21";12;0
"3913";497,870000000112;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS1";"30";13;1
"3917";824,07500000007;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS6";"17";14;0
"3921";834,64999999979;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS9";"2";15;0
"3926";776,324999999837;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS2";"48";16;0
"3930";496,854999999865;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"4";"4/lin";"29";17;1
"3934";743,750000000116;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS1";"26";18;0
"3938";614,060000000289;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS1";"28";19;0
"3942";587,970000000088;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"1";"1/ma";"36";20;1
"3946";678,355000000098;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"3";"3/wang";"46";21;1
"3950";775,344999999972;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS3";"6";22;0
"3954";897,929999999702;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS1";"43";23;0
"3958";521,994999999995;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS2";"39";24;1
"3962";585,494999999879;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS3";"9";25;1
"3966";472,349999999977;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"2";"2/men";"37";26;1
"3970";239,779999999795;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS2";"7";27;0
"3974";809,459999999846;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS2";"12";28;1
"3978";796,194999999832;"18qvs185np";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS3";"11";29;1
"3982";623,775000000023;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS1";"22";30;0
"3986";622,929999999935;"18qvs185np";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS3";"31";31;0
"4153";160,195000004023;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS3";"40";0;1
"4157";4882,00000001234;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS9";"45";1;0
"4161";4968,47500000149;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS1";"38";2;1
"4165";2071,11000000441;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS6";"20";3;0
"4169";3012,75000000896;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS3";"36";4;0
"4173";2005,13999999384;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS5";"4";5;1
"4177";1953,67999999144;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS6";"34";6;1
"4181";1732,81999999017;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS2";"33";7;1
"4185";1366,65000001085;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS1";"16";8;0
"4189";1231,01000000315;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS5";"25";9;1
"4193";826,925000001211;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS2";"17";10;0
"4197";1451,92000000679;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS7";"41";11;1
"4201";1027,06000000762;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS10";"18";12;0
"4205";1196,34500000393;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS1";"47";13;1
"4209";1033,8699999993;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS3";"14";14;1
"4213";933,304999998654;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS9";"37";15;1
"4218";1373,78500000341;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"8";16;1
"4222";1258,45500000287;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"42";17;0
"4226";1362,52999999851;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"31";18;0
"4230";1212,94500000658;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"35";19;1
"4234";1509,99000000593;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"44";20;0
"4238";987,124999999651;"1px6htx436";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"28";21;0
"4242";1088,48500000022;"1px6htx436";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"10";22;0
